,S15_NK_CD56dim,S15_NK_CD56bright,S16_NK_CD56dim,S16_NK_CD56bright,S17_NK_CD56dim,S17_NK_CD56bright,S15_Th1,S15_Th2,S15_Th17,S16_Th1,S16_Th2,S16_Th17,S17_Th1,S17_Th2,S17_Th17
APOC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT16P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHFM1P1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1
EVPLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCDC2C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRSF9P1,0,0,0,17,1,0,8,12,11,9,0,2,4,4,0
TPM3P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004540.5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SMTNL1,25,3,14,5,18,5,7,24,0,6,23,9,61,49,22
MED28P1,0,0,0,0,0,1,9,0,0,6,0,0,0,0,2
RPL5P31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OR7E5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM14D,0,0,0,1,0,0,0,4,0,2,2,0,0,2,4
RP11.574M7.2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
FAM177A1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XXyac.YM21GA2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2299I21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM64C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP8P1,4,2,0,0,1,0,0,1,1,2,0,0,0,0,0
LINC00243,12,0,13,1,14,7,82,59,0,156,68,177,202,84,106
RPSAP55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
U82695.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01588,226,254,186,223,110,289,274,334,3,207,95,203,191,81,146
RPS15AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUTP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.229M1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
XX.FW80269A6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.53I6.1,0,0,0,0,4,0,2,3,1,0,0,0,0,0,1
RP11.674E16.4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
HLA.F.AS1,192,38,245,114,109,105,143,178,0,251,162,158,170,155,244
RP3.507I15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA31D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPIPA8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ZSWIM7,910,750,517,645,590,683,1051,1071,2064,1156,1247,1152,1305,855,1203
AC113167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF28,108,0,317,25,89,9,5,0,0,0,0,0,5,1,2
TBC1D26,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0
LRRC69,21,15,16,13,13,3,27,27,0,28,33,55,45,12,14
AP000318.2,15,14,5,7,3,6,0,10,0,19,13,13,0,0,0
ISPD,107,19,63,104,83,96,10,42,0,124,23,101,73,104,38
RP11.355K23B.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPIPA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.297N7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD3P3,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1
PPIAP29,3,7,4,0,3,1,4,10,3,2,1,4,4,27,10
VDAC2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSG1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.274J2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AKAP17BP,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1
CCNB2P1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC129492.6,4,7,7,7,9,14,27,11,0,1,12,18,20,4,23
RP1.31B8.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
RPL23AP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL15P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESTP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
CHCHD2P2,14,6,8,10,3,5,11,35,17,20,32,25,26,11,16
DNAJA1P3,2,1,0,0,0,0,1,1,0,1,0,3,1,1,0
ACSM4,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0
C22orf29,256,114,207,124,337,194,492,446,281,594,253,654,897,733,684
RP5.832C2.5,155,86,70,115,61,120,180,298,47,196,91,152,221,93,217
RPL24P7,0,0,0,0,1,0,0,1,0,0,2,2,0,1,3
COL28A1,15,0,0,0,4,0,0,0,0,12,1,0,2,0,0
PHB2,3239,2474,2158,2128,1932,2530,3615,5193,3322,4101,5067,4520,5379,4084,5350
RP1.257A7.4,9,2,4,0,34,22,13,9,0,31,2,1,3,7,1
AC114730.5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
TCP11X2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL13P12,37,88,433,865,339,1080,178,316,488,2708,3780,2643,2539,2576,3016
GNL3LP1,0,0,1,3,0,0,2,1,0,2,2,3,0,1,0
DSTNP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDPSP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENTXP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD27.AS1,350,197,243,255,234,348,95,351,0,104,415,112,179,170,147
NEURL4,301,123,160,208,192,381,256,337,652,197,257,277,468,338,291
GLULP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRID2IP,10,3,9,3,6,22,1,5,57,23,56,14,10,0,7
PRDX2P1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HNRNPCP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKMP5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPL21P2,0,1,1,2,0,1,1,1,0,2,1,3,4,0,2
DUSP8P4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ALOX12.AS1,242,312,206,221,156,201,169,305,461,345,130,277,230,132,270
AC025171.1,353,350,347,629,196,679,329,391,0,495,292,356,544,271,303
XRCC6P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.471G13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P24,0,3,0,0,2,1,2,2,7,1,4,2,2,0,2
RPS5P3,11,2,0,1,0,1,0,22,0,3,0,0,11,33,9
KRT18P11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EEF1A1P29,0,0,0,0,0,1,1,0,0,1,0,2,1,1,1
RP11.244K5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFITM8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP8P3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TERF1P4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TTC3P1,6,23,6,5,2,6,72,5,5,11,6,2,229,7,4
UGT2B25P,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FAM74A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXorf49B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBXN2B,1058,974,1186,1104,1069,954,728,580,1235,943,531,1157,807,469,770
CXorf49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AL590763.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBWD7,80,64,37,97,45,50,146,193,92,188,100,126,225,116,141
SYT14P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
RP11.313J2.1,19,3,86,1,80,47,4,48,2,18,1,0,0,0,3
PRSS41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
KRT18P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
AC141586.5,114,216,68,276,87,238,80,88,334,98,85,96,95,172,120
RP11.1023L17.2,101,101,44,118,41,87,32,195,25,88,69,18,251,91,46
RP11.1023L17.1,104,39,91,105,63,81,45,120,149,59,40,51,145,91,66
RP11.629N8.3,5,0,0,2,7,7,0,0,0,2,7,0,2,0,2
OR7E122P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCEA1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.30M20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP2P,0,0,0,0,0,0,2,0,2,0,0,0,11,0,0
IGLV8OR8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK6PS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUC5AC,0,0,1,0,0,1,0,0,18,0,0,0,0,0,0
MSMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.8L18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM166B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINC00680,696,481,195,143,176,202,646,718,1773,488,274,487,446,320,432
PEX26,168,103,125,100,154,238,338,398,429,276,335,301,261,329,232
AC091878.1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
PGAM4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.182N22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAZP6,1,0,2,0,1,0,0,0,6,0,0,1,10,0,0
GRXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV24OR9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMXP2,1,1,1,0,1,5,3,2,1,3,2,0,0,0,0
C5orf49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UBE2QL1,0,0,2,0,1,5,2,8,3,4,0,0,0,0,0
UBA52P6,7,5,7,0,8,0,19,9,0,20,1,5,20,10,10
CYP51A1P3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NUTF2P5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
LINC01020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RPL7P33,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0
RP11.54D18.2,0,0,0,0,0,0,11,0,0,6,24,27,0,19,11
RP11.266K4.9,0,3,0,3,0,2,0,0,0,4,3,1,6,9,0
RP11.563J2.2,50,6,1,27,34,23,61,39,0,19,26,16,65,38,26
RP11.43F13.3,30,0,5,0,0,0,0,0,0,0,0,0,2,0,0
FASTKD5,2264,1072,1702,1107,1692,1310,2191,1437,1,2231,1243,3112,3920,1892,2825
GOLGA8B,2829,1817,1562,2776,1215,2242,3879,4968,9752,4351,4019,3477,5522,2650,2345
DHRS4.AS1,619,218,368,251,218,335,311,713,2,611,662,729,472,634,484
KCNU1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,3
AC025750.7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
RPL10AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C7P,102,0,27,0,45,0,26,34,0,33,0,41,41,21,86
LA16c.60G3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA16c.60H5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMEZ,77,38,52,107,28,57,144,37,211,114,76,137,118,77,137
GAGE10,0,0,0,0,1,0,0,0,0,0,0,5,0,12,0
RNF212B,0,0,2,0,0,0,1,0,0,2,0,0,0,0,3
RPS7P6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P24,3,0,13,0,1,0,0,4,0,15,1,0,0,0,1
RP11.198M15.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP5.1158E12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.613H2.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TMCO5B,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
RP11.62E14.2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
DDX3X,6958,6514,7934,11342,7268,11204,12570,13437,10637,9651,6857,12427,14211,8811,10752
CTD.3092A11.1,138,239,145,380,161,375,86,55,0,125,128,92,163,124,110
RP13.395E19.3,1,4,0,1,0,4,0,0,0,0,0,0,0,0,0
VPS16,3008,1073,2948,1501,2330,1938,1534,1334,2412,2214,2036,2570,2294,1716,1896
RP6.60B16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P30,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
THUMPD1P1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EIF5P1,3,1,1,0,1,2,3,0,1,4,3,2,2,1,0
ASS1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPX1P2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KRT18P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A5P1,0,0,12,4,5,4,5,0,0,4,0,5,4,3,4
MRPL3P1,3,0,0,1,0,2,1,0,0,0,0,3,0,0,0
PPIAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1QBPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A24P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A22P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMED11P,3,3,0,0,0,0,5,0,0,3,0,0,1,0,0
BOD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL37P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB108P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705G,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
FAM90A5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66B,22,36,12,6,8,5,33,25,0,64,19,29,20,10,39
MYL5,241,217,199,386,179,449,264,244,0,272,242,166,225,294,243
DEFT1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090625.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5.1057J7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR99AHG,1,28,2,5,0,1,0,0,0,0,0,0,0,0,0
ACTG1P3,0,1,16,5,10,8,14,3,0,0,0,1,10,24,19
SCRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.754I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL22NC01.81G9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11.748L13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA6P1,5,2,1,0,9,2,0,2,1,3,0,3,6,9,0
MIR17HG,8,34,30,85,46,57,118,43,204,105,73,76,123,36,30
PEX12P1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZNF407,293,303,509,306,498,640,835,745,13,739,446,676,1167,375,634
MCM3AP.AS1,92,23,113,70,90,46,39,75,0,29,80,44,161,152,83
NPEPL1,653,348,558,489,478,561,579,1226,250,841,1160,995,1093,1238,847
CTAGE12P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP5.827A12.2,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0
BX322557.10,9,19,3,27,2,47,64,94,33,59,14,83,41,65,149
SRMP1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP5.890O15.3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ZNF663P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KRTAP10.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KRTAP10.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BCRP4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
RPS8P3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AATBC,22,19,19,94,103,40,37,19,0,80,87,7,68,95,65
AP000354.2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2
RPL27AP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPL17.C18orf32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAH3,1,0,0,0,0,0,21,0,0,5,0,19,0,0,4
RCN1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CES5AP1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0
OR7E37P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BCRP3,0,38,8,30,1,17,28,7,2,20,17,43,44,2,27
CALM2P3,4,2,1,0,1,4,0,1,0,3,2,1,2,1,1
LINC00598,0,0,3,0,0,2,0,0,0,1,6,1,1,2,0
ARL2BPP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1P7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XXbac.B562F10.11,10,0,11,41,9,35,11,4,0,14,6,11,0,15,38
FAM230B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPTE2P4,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0
RBMY2DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP005901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFIT1P1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
RPS4XP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB8,29,0,1,0,11,2,9,16,3,13,75,11,0,9,0
LINC00189,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ZNF736P11Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCRP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKKL1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRG1JP,28,25,29,45,108,205,47,40,57,125,102,110,279,79,180
KRT18P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A11P,563,94,59,7,1464,88,39,114,2,16,11,25,145,20,3
TTTY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN2P7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
RP11.79C23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRK6P1,1,1,3,11,0,9,2,2,0,0,0,0,2,0,2
ESRRAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCORP1,490,330,175,123,210,214,1003,278,0,725,254,360,1017,463,356
ASS1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5.836E8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5.967N21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20orf202,0,0,5,0,6,7,20,5,0,0,0,8,0,0,0
TSPY24P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF92P1Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF962P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMX1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
GUSBP9,13,12,33,27,17,5,48,56,52,15,24,39,15,11,4
GCGR,0,0,0,0,0,0,0,11,0,0,0,0,0,17,0
AC114730.8,2,0,2,0,2,0,1,0,0,3,0,0,0,1,2
RSC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELA2B,2,0,2,9,13,9,0,2,0,14,8,2,0,22,3
TMEM242,2242,1223,1525,996,1585,893,1397,2121,3695,1901,1518,1901,1221,1106,1219
TMEM167B,1712,1060,1664,1371,2197,1227,2242,2079,437,2594,2100,2362,2981,1949,2424
RP1.21O18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL20P1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TAF9BP2,2,0,0,0,0,0,3,0,0,2,0,3,0,2,1
CTB.61M7.1,5,0,1,5,0,0,1,0,0,0,0,0,0,0,0
RP13.104F24.2,55,11,17,26,28,42,38,85,569,54,61,53,151,76,107
LRRC37A14P,0,0,0,2,0,1,6,0,127,0,0,3,5,0,5
FAM72D,8,0,1,0,3,0,0,0,0,0,2,2,0,0,1
CFL1P6,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0
TNFRSF25,750,592,892,957,574,1013,7976,11659,7677,9152,11378,15074,7796,9184,11787
SLC35E2,250,193,74,82,146,202,356,468,434,114,150,183,452,376,434
RP11.488L18.3,0,3,4,0,5,4,15,0,0,0,0,0,0,0,2
RP11.551G24.2,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0
RSL24D1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.438O11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01139,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0
BTNL10,30,8,11,7,13,10,22,17,1,9,10,25,3,18,8
ZNF847P,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8
ZC3H11B,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
KRT18P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRSL1P1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FMO9P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11.9L18.2,10,5,4,2,6,5,6,4,0,8,5,5,7,8,5
SDHAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.466F5.6,0,0,0,0,3,0,8,25,0,0,0,2,44,6,15
RP11.122G18.7,11,2,3,0,6,9,10,14,26,8,11,8,11,21,10
RP11.800A3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSTD1,2724,3861,1872,2897,1665,2967,4918,5691,9795,5688,6675,5028,6521,4643,6345
MPTX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP6.74O6.2,0,3,8,0,6,0,1,0,0,0,31,6,3,2,1
WI2.1896O14.1,2,0,0,1,0,0,0,10,0,2,3,6,15,0,0
NBPF7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01356,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
KRT18P57,6,4,2,0,4,8,10,4,0,0,0,7,2,21,4
RP11.364B6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5.837M10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEN1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPNS1P1,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0
ST13P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCKSL1P2,0,6,6,0,0,6,26,15,1,32,30,33,3,1,17
RP11.65D24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5RL,67,201,110,148,1,167,144,32,48,92,31,111,183,89,83
ZNF859P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP11.334L9.1,2,0,0,0,0,0,5,1,0,8,3,3,0,1,0
RP11.439L8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPW1P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11.4M23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CROCCP2,622,420,298,353,496,787,496,390,50,481,542,396,820,879,835
BRWD1P1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
C1orf167,0,0,1,0,1,0,11,0,4,0,0,0,0,0,0
TTC34,44,0,20,34,3,41,6,3,1,1,25,9,8,0,6
MMP23A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ATAD3C,64,42,53,31,47,84,43,151,0,84,56,89,82,95,153
AC092965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007528.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL157788.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR942,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
AC008166.1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021613.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MIR941.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC055873.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC026700.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002884.1,0,0,0,0,2,0,0,0,0,1,0,0,8,0,1
MIR300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068292.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007560.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL360176.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MIR933,2,7,1,0,1,4,5,1,0,0,0,1,0,0,0
AC078819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC024651.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC110769.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
MIR208B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
